Customer|Name|Revision|Configurable|Name|Number|Revision|Description|Manufacturer|Name|Number|Revision|Description|ConfigurationOption|ConsolidatedReferences|CustomerPartNumber|Name|Value|Description|InternalPartNumber|IsSubAssembly|ItemNumber|Manufacturer|OptionCode|Package|PartLabel|PartRevision|PartType|Polarized|Quantity|Reference|RevisionMode|Socket|UnitOfIssue|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||RES,634R,1/16W,1%,+/-100PPM,THKF,0402|CRCW0402634RFKED|no|33|KOA|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||RES,750R,1/16W,1%,+/-100PPM,THKF,0402|CRCW0402750RFKED|no|34|KOA|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,100PF,50V,5%,C0G,CER,0402|04025A101JAT2A|no|35|KOA|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,C0G,1000PF,50V,5%,0402,SMD|GRM1555C1H102JA01D|no|36|KOA|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,C0G,1000PF,50V,5%,0402,SMD|GRM1555C1H102JA01D|no|36|KOA|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.01UF,50V,X7R,10%,CER,0402|GRM155R71H103KA88D|no|37|KOA|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.01UF,50V,X7R,10%,CER,0402|GRM155R71H103KA88D|no|37|KOA|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.01UF,50V,X7R,10%,CER,0402|GRM155R71H103KA88D|no|37|KOA|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.01UF,50V,X7R,10%,CER,0402|GRM155R71H103KA88D|no|37|KOA|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.01UF,50V,X7R,10%,CER,0402|GRM155R71H103KA88D|no|37|KOA|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|KOA||||||||||CAP,0.1UF,16V,X7R,10%,0402|GRM155R71C104KA88D|no|38|KOA|||||Electronic||28||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0402C120K4GAC-7867|C0402C120K4GAC-7867||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,12PF,16V,C0G,10%,CER,0402|C0402C120K4GACTU|no|39|Kemet|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0402C120K4GAC7867|C0402C120K4GAC7867||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,12PF,16V,C0G,10%,CER,0402|C0402C120K4GACTU|no|40|Kemet|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|CC0402JRNPO9BN150|CC0402JRNPO9BN150||PCBA,GPS EOS ROBUST|Yageo||||||||||CAP,15PF,50V,5%,C0G,CER,0402|CC0402JRNP09BN150|no|41|Yageo|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|CC0402JRNPO9BN150|CC0402JRNPO9BN150||PCBA,GPS EOS ROBUST|Yageo||||||||||CAP,15PF,50V,5%,C0G,CER,0402|CC0402JRNP09BN150|no|41|Yageo|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|CC0402JRNPO9BN150|CC0402JRNPO9BN150||PCBA,GPS EOS ROBUST|Yageo||||||||||CAP,15PF,50V,5%,C0G,CER,0402|CC0402JRNP09BN150|no|41|Yageo|||||Electronic||3||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo|||||||GRM155R71H223KA12D|||CAP,0.022UF,50V,10%,X7R,CER,0402|GRM155R71H223KA12D|no|42|Yageo|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo||||||||||CAP,390PF,50V,X7R,10%,CER,0402|04025C391KAT2A|no|43|Yageo|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo||||||||||CAP,47PF,50V,C0G,5%,CER,0402|GRM1555C1H470JA01D|no|44|Yageo|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo||||||||||CAP,56PF,50V,C0G,5%,CER,0402|GRM1555C1H560JA01D|no|45|Yageo|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo||||||||||CAP,0.0068UF,50V,10%,X7R,CER,0402|GRM155R71H682KA88D|no|46|Yageo|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo||||||||||CAP,820PF,50V,C0G,5%,CER,0402|GRM1555C1H821JA01D|no|47|Yageo|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC-7867|C0603C104K5RAC-7867||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|48|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC-7867|C0603C104K5RAC-7867||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|48|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC-7867|C0603C104K5RAC-7867||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|48|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC76217867|C0603C104K5RAC76217867||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|49|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC76217867|C0603C104K5RAC76217867||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|49|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC76217867|C0603C104K5RAC76217867||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|49|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC7867|C0603C104K5RAC7867||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|50|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC7867|C0603C104K5RAC7867||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|50|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC7867|C0603C104K5RAC7867||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|50|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RACTU|C0603C104K5RACTU||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|51|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RACTU|C0603C104K5RACTU||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|51|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RACTU|C0603C104K5RACTU||PCBA,GPS EOS ROBUST|Kemet|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|51|Kemet|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104K080AA|C1608X7R1H104K080AA||PCBA,GPS EOS ROBUST|TDK|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|52|TDK|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104K080AA|C1608X7R1H104K080AA||PCBA,GPS EOS ROBUST|TDK|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|52|TDK|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104K080AA|C1608X7R1H104K080AA||PCBA,GPS EOS ROBUST|TDK|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|52|TDK|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104KT000N|C1608X7R1H104KT000N||PCBA,GPS EOS ROBUST|TDK|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|53|TDK|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104KT000N|C1608X7R1H104KT000N||PCBA,GPS EOS ROBUST|TDK|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|53|TDK|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104KT000N|C1608X7R1H104KT000N||PCBA,GPS EOS ROBUST|TDK|||||||C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|53|TDK|||||Electronic||13||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1E105KT000N|C1608X7R1E105KT000N||PCBA,GPS EOS ROBUST|TDK||||||||||CAP,1UF,25V,X7R,10%,CER,0603|C1608X7R1E105K080AB|no|54|TDK|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|TDK||||||||||CAP,0.0018F,50V,5%,C0G,CER,0603|GRM1885C1H182JA01D|no|55|TDK|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H224KT000N|C1608X7R1H224KT000N||PCBA,GPS EOS ROBUST|TDK||||||||||SMT 0603 .22UF 50V 10% X7R|C1608X7R1H224K080AB|no|56|TDK|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H224KT000N|C1608X7R1H224KT000N||PCBA,GPS EOS ROBUST|TDK||||||||||SMT 0603 .22UF 50V 10% X7R|C1608X7R1H224K080AB|no|56|TDK|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H224KT000N|C1608X7R1H224KT000N||PCBA,GPS EOS ROBUST|TDK||||||||||SMT 0603 .22UF 50V 10% X7R|C1608X7R1H224K080AB|no|56|TDK|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H224KT000N|C1608X7R1H224KT000N||PCBA,GPS EOS ROBUST|TDK||||||||||SMT 0603 .22UF 50V 10% X7R|C1608X7R1H224K080AB|no|56|TDK|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H224KT000N|C1608X7R1H224KT000N||PCBA,GPS EOS ROBUST|TDK||||||||||SMT 0603 .22UF 50V 10% X7R|C1608X7R1H224K080AB|no|56|TDK|||||Electronic||5||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|TDK||||||||||CAP,0.0039UF,50V,C0G,5%,CER,0603|GRM1885C1H392JA01D|no|57|TDK|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|06035C472KAT2A|06035C472KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,4.7NF,50V,10%,X7R,CER,0603|GRM188R71H472KA01D|no|58|AVX Electronics|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0603C472K5RACTU|C0603C472K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,4.7NF,50V,10%,X7R,CER,0603|GRM188R71H472KA01D|no|59|Kemet|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Kemet||||||||||RES,0R00,1/8W,1%,+/-100PPM,THKF,0805|CRCW08050000Z0EA|no|60|Kemet|||||Electronic||1||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Kemet||||||||||RES,10R0,1/2W,1%,+/-100PPM,THKF,0805|CRCW080510R0FKEAHP|no|61|Kemet|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Kemet||||||||||RES,10R0,1/2W,1%,+/-100PPM,THKF,0805|CRCW080510R0FKEAHP|no|61|Kemet|||||Electronic||2||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA|
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA|
